Date,Country_Region,Country_Code,Population,Total_Confirmed_Cases,Total_Fatalities,Total_Recovered_Cases,New_Confirmed_Cases,New_Fatalities,New_Recovered_Cases,Remaining_Confirmed_Cases
1/11/2020,Singapore,SGP,5638676,58019,28,57924,4,0,11,67
1/11/2020,Thailand,THA,69428524,3787,59,3595,3,0,3,133
1/11/2020,Vietnam,VNM,95540395,1180,35,1063,0,0,1,82
2/11/2020,Brunei,BRN,428962,148,3,143,0,0,0,2
2/11/2020,Cambodia,KHM,16249798,292,0,283,0,0,0,9
2/11/2020,Indonesia,IDN,267663435,415402,14044,345566,2618,101,3624,55792
2/11/2020,Malaysia,MYS,31528585,33339,251,23120,834,2,900,9968
2/11/2020,Philippines,PHL,106651922,385400,7269,348830,2287,31,70,29301
2/11/2020,Singapore,SGP,5638676,58020,28,57924,1,0,0,68
2/11/2020,Thailand,THA,69428524,3797,59,3605,10,0,10,133
2/11/2020,Vietnam,VNM,95540395,1192,35,1065,12,0,2,92
3/11/2020,Brunei,BRN,428962,148,3,143,0,0,0,2
3/11/2020,Cambodia,KHM,16249798,292,0,283,0,0,0,9
3/11/2020,Indonesia,IDN,267663435,418375,14146,349497,2973,102,3931,54732
3/11/2020,Malaysia,MYS,31528585,34393,263,23995,1054,12,875,10135
3/11/2020,Philippines,PHL,106651922,387161,7318,348967,1761,49,137,30876
3/11/2020,Singapore,SGP,5638676,58029,28,57937,9,0,13,64
3/11/2020,Thailand,THA,69428524,3804,59,3612,7,0,7,133
3/11/2020,Vietnam,VNM,95540395,1202,35,1069,10,0,4,98
4/11/2020,Brunei,BRN,428962,148,3,143,0,0,0,2
4/11/2020,Cambodia,KHM,16249798,292,0,283,0,0,0,9
4/11/2020,Indonesia,IDN,267663435,421731,14259,353282,3356,113,3785,54190
4/11/2020,Malaysia,MYS,31528585,35425,271,24815,1032,8,820,10339
4/11/2020,Philippines,PHL,106651922,388137,7367,349091,976,49,124,31679
4/11/2020,Singapore,SGP,5638676,58036,28,57938,7,0,1,70
4/11/2020,Thailand,THA,69428524,3810,59,3623,6,0,11,128
4/11/2020,Vietnam,VNM,95540395,1203,35,1069,1,0,0,99
5/11/2020,Brunei,BRN,428962,148,3,144,0,0,1,1
5/11/2020,Cambodia,KHM,16249798,292,0,286,0,0,3,6
5/11/2020,Indonesia,IDN,267663435,425796,14348,357142,4065,89,3860,54306
5/11/2020,Malaysia,MYS,31528585,36434,277,25654,1009,6,839,10503
5/11/2020,Philippines,PHL,106651922,389725,7409,349543,1588,42,452,32773
5/11/2020,Singapore,SGP,5638676,58043,28,57949,7,0,11,66
5/11/2020,Thailand,THA,69428524,3818,60,3639,8,1,16,119
5/11/2020,Vietnam,VNM,95540395,1207,35,1069,4,0,0,103
6/11/2020,Brunei,BRN,428962,148,3,144,0,0,0,1
6/11/2020,Cambodia,KHM,16249798,294,0,288,2,0,2,6
6/11/2020,Indonesia,IDN,267663435,429574,14442,360705,3778,94,3563,54427
6/11/2020,Malaysia,MYS,31528585,38189,279,26380,1755,2,726,11530
6/11/2020,Philippines,PHL,106651922,391809,7461,349974,2084,52,431,34374
6/11/2020,Singapore,SGP,5638676,58047,28,57959,4,0,10,60
6/11/2020,Thailand,THA,69428524,3830,60,3644,12,0,5,126
6/11/2020,Vietnam,VNM,95540395,1212,35,1070,5,0,1,107
7/11/2020,Brunei,BRN,428962,148,3,144,0,0,0,1
7/11/2020,Cambodia,KHM,16249798,295,0,288,1,0,0,7
7/11/2020,Indonesia,IDN,267663435,433836,14540,364417,4262,98,3712,54879
7/11/2020,Malaysia,MYS,31528585,39357,282,27409,1168,3,1029,11666
7/11/2020,Philippines,PHL,106651922,393961,7485,350216,2152,24,242,36260
7/11/2020,Singapore,SGP,5638676,58054,28,57968,7,0,9,58
7/11/2020,Thailand,THA,69428524,3837,60,3654,7,0,10,123
7/11/2020,Vietnam,VNM,95540395,1213,35,1070,1,0,0,108
8/11/2020,Brunei,BRN,428962,148,3,144,0,0,0,1
8/11/2020,Cambodia,KHM,16249798,297,0,288,2,0,0,9
8/11/2020,Indonesia,IDN,267663435,437716,14614,368298,3880,74,3881,54804
8/11/2020,Malaysia,MYS,31528585,40209,286,28234,852,4,825,11689
8/11/2020,Philippines,PHL,106651922,396395,7539,361638,2434,54,11422,27218
8/11/2020,Singapore,SGP,5638676,58056,28,57975,2,0,7,53
8/11/2020,Thailand,THA,69428524,3840,60,3661,3,0,7,119
8/11/2020,Vietnam,VNM,95540395,1213,35,1070,0,0,0,108
9/11/2020,Brunei,BRN,428962,148,3,144,0,0,0,1
9/11/2020,Cambodia,KHM,16249798,300,0,288,3,0,0,12
9/11/2020,Indonesia,IDN,267663435,440569,14689,372266,2853,75,3968,53614
9/11/2020,Malaysia,MYS,31528585,41181,294,29579,972,8,1345,11308
9/11/2020,Philippines,PHL,106651922,398449,7647,361784,2054,108,146,29018
9/11/2020,Singapore,SGP,5638676,58064,28,57981,8,0,6,55
9/11/2020,Thailand,THA,69428524,3844,60,3670,4,0,9,114
9/11/2020,Vietnam,VNM,95540395,1215,35,1087,2,0,17,93
10/11/2020,Brunei,BRN,428962,148,3,145,0,0,1,0
10/11/2020,Cambodia,KHM,16249798,300,0,288,0,0,0,12
10/11/2020,Indonesia,IDN,267663435,444348,14761,375741,3779,72,3475,53846
10/11/2020,Malaysia,MYS,31528585,42050,300,30304,869,6,725,11446
10/11/2020,Philippines,PHL,106651922,399749,7661,361919,1300,14,135,30169
10/11/2020,Singapore,SGP,5638676,58073,28,57985,9,0,4,60
10/11/2020,Thailand,THA,69428524,3847,60,3685,3,0,15,102
10/11/2020,Vietnam,VNM,95540395,1226,35,1087,11,0,0,104
11/11/2020,Brunei,BRN,428962,148,3,145,0,0,0,0
11/11/2020,Cambodia,KHM,16249798,301,0,288,1,0,0,13
11/11/2020,Indonesia,IDN,267663435,448118,14836,378982,3770,75,3241,54300
11/11/2020,Malaysia,MYS,31528585,42872,302,31073,822,2,769,11497
11/11/2020,Philippines,PHL,106651922,401416,7710,362217,1667,49,298,31489
11/11/2020,Singapore,SGP,5638676,58091,28,57990,18,0,5,73
11/11/2020,Thailand,THA,69428524,3852,60,3693,5,0,8,99
11/11/2020,Vietnam,VNM,95540395,1252,35,1087,26,0,0,130
12/11/2020,Brunei,BRN,428962,148,3,145,0,0,0,0
12/11/2020,Cambodia,KHM,16249798,301,0,288,0,0,0,13
12/11/2020,Indonesia,IDN,267663435,452291,14933,382084,4173,97,3102,55274
12/11/2020,Malaysia,MYS,31528585,43791,303,32069,919,1,996,11419
12/11/2020,Philippines,PHL,106651922,402820,7721,362417,1404,11,200,32682
12/11/2020,Singapore,SGP,5638676,58102,28,58002,11,0,12,72
12/11/2020,Thailand,THA,69428524,3861,60,3697,9,0,4,104
12/11/2020,Vietnam,VNM,95540395,1253,35,1093,1,0,6,125
13/11/2020,Brunei,BRN,428962,148,3,145,0,0,0,0
13/11/2020,Cambodia,KHM,16249798,302,0,289,1,0,1,13
13/11/2020,Indonesia,IDN,267663435,457735,15037,385094,5444,104,3010,57604
13/11/2020,Malaysia,MYS,31528585,45095,304,32969,1304,1,900,11822
13/11/2020,Philippines,PHL,106651922,404713,7752,362903,1893,31,486,34058
13/11/2020,Singapore,SGP,5638676,58114,28,58008,12,0,6,78
13/11/2020,Thailand,THA,69428524,3866,60,3707,5,0,10,99
13/11/2020,Vietnam,VNM,95540395,1256,35,1101,3,0,8,120
14/11/2020,Brunei,BRN,428962,148,3,145,0,0,0,0
14/11/2020,Cambodia,KHM,16249798,302,0,289,0,0,0,13
14/11/2020,Indonesia,IDN,267663435,463007,15148,388094,5272,111,3000,59765
14/11/2020,Malaysia,MYS,31528585,46209,306,33772,1114,2,803,12131
14/11/2020,Philippines,PHL,106651922,406337,7791,363068,1624,39,165,35478
14/11/2020,Singapore,SGP,5638676,58116,28,58019,2,0,11,69
14/11/2020,Thailand,THA,69428524,3874,60,3715,8,0,8,99
14/11/2020,Vietnam,VNM,95540395,1265,35,1103,9,0,2,127
15/11/2020,Brunei,BRN,428962,148,3,145,0,0,0,0
15/11/2020,Cambodia,KHM,16249798,302,0,289,0,0,0,13
15/11/2020,Indonesia,IDN,267663435,467113,15211,391991,4106,63,3897,59911
15/11/2020,Malaysia,MYS,31528585,47417,309,34785,1208,3,1013,12323
15/11/2020,Philippines,PHL,106651922,407838,7832,374329,1501,41,11261,25677
15/11/2020,Singapore,SGP,5638676,58119,28,58029,3,0,10,62
15/11/2020,Thailand,THA,69428524,3875,60,3721,1,0,6,94
15/11/2020,Vietnam,VNM,95540395,1281,35,1103,16,0,0,143
16/11/2020,Brunei,BRN,428962,148,3,145,0,0,0,0
16/11/2020,Cambodia,KHM,16249798,303,0,291,1,0,2,12
16/11/2020,Indonesia,IDN,267663435,470648,15296,395443,3535,85,3452,59909
16/11/2020,Malaysia,MYS,31528585,48520,313,35606,1103,4,821,12601
16/11/2020,Philippines,PHL,106651922,409574,7839,374366,1736,7,37,27369
16/11/2020,Singapore,SGP,5638676,58124,28,58033,5,0,4,63
16/11/2020,Thailand,THA,69428524,3878,60,3724,3,0,3,94
16/11/2020,Vietnam,VNM,95540395,1283,35,1124,2,0,21,124
17/11/2020,Brunei,BRN,428962,148,3,145,0,0,0,0
17/11/2020,Cambodia,KHM,16249798,304,0,291,1,0,0,13
17/11/2020,Indonesia,IDN,267663435,474455,15393,398636,3807,97,3193,60426
17/11/2020,Malaysia,MYS,31528585,49730,318,36624,1210,5,1018,12788
17/11/2020,Philippines,PHL,106651922,410718,7862,374543,1144,23,177,28313
17/11/2020,Singapore,SGP,5638676,58130,28,58039,6,0,6,63
17/11/2020,Thailand,THA,69428524,3880,60,3729,2,0,5,91
17/11/2020,Vietnam,VNM,95540395,1288,35,1124,5,0,0,129
18/11/2020,Brunei,BRN,428962,148,3,145,0,0,0,0
18/11/2020,Cambodia,KHM,16249798,304,0,291,0,0,0,13
18/11/2020,Indonesia,IDN,267663435,478720,15503,402347,4265,110,3711,60870
18/11/2020,Malaysia,MYS,31528585,50390,322,37254,660,4,630,12814
18/11/2020,Philippines,PHL,106651922,412097,7957,374666,1379,95,123,29474
18/11/2020,Singapore,SGP,5638676,58135,28,58046,5,0,7,61
18/11/2020,Thailand,THA,69428524,3888,60,3742,8,0,13,86
18/11/2020,Vietnam,VNM,95540395,1300,35,1124,12,0,0,141
19/11/2020,Brunei,BRN,428962,148,3,145,0,0,0,0
19/11/2020,Cambodia,KHM,16249798,304,0,291,0,0,0,13
19/11/2020,Indonesia,IDN,267663435,483518,15600,406612,4798,97,4265,61306
19/11/2020,Malaysia,MYS,31528585,51680,326,38132,1290,4,878,13222
19/11/2020,Philippines,PHL,106651922,413430,7998,374939,1333,41,273,30493
19/11/2020,Singapore,SGP,5638676,58139,28,58052,4,0,6,59
19/11/2020,Thailand,THA,69428524,3892,60,3745,4,0,3,87
19/11/2020,Vietnam,VNM,95540395,1304,35,1142,4,0,18,127
20/11/2020,Brunei,BRN,428962,148,3,145,0,0,0,0
20/11/2020,Cambodia,KHM,16249798,305,0,295,1,0,4,10
20/11/2020,Indonesia,IDN,267663435,488310,15678,410552,4792,78,3940,62080
20/11/2020,Malaysia,MYS,31528585,52638,329,39088,958,3,956,13221
20/11/2020,Philippines,PHL,106651922,415067,8025,375237,1637,27,298,31805
20/11/2020,Singapore,SGP,5638676,58143,28,58058,4,0,6,57
20/11/2020,Thailand,THA,69428524,3899,60,3750,7,0,5,89
20/11/2020,Vietnam,VNM,95540395,1305,35,1142,1,0,0,128
21/11/2020,Brunei,BRN,428962,148,3,145,0,0,0,0
21/11/2020,Cambodia,KHM,16249798,306,0,295,1,0,0,11
21/11/2020,Indonesia,IDN,267663435,493308,15774,413955,4998,96,3403,63579
21/11/2020,Malaysia,MYS,31528585,53679,332,40493,1041,3,1405,12854
21/11/2020,Philippines,PHL,106651922,416852,8080,375548,1785,55,311,33224
21/11/2020,Singapore,SGP,5638676,58148,28,58064,5,0,6,56
21/11/2020,Thailand,THA,69428524,3922,60,3772,23,0,22,90
21/11/2020,Vietnam,VNM,95540395,1306,35,1142,1,0,0,129
22/11/2020,Brunei,BRN,428962,148,3,145,0,0,0,0
22/11/2020,Cambodia,KHM,16249798,306,0,295,0,0,0,11
22/11/2020,Indonesia,IDN,267663435,497668,15884,418188,4360,110,4233,63596
22/11/2020,Malaysia,MYS,31528585,54775,335,41597,1096,3,1104,12843
22/11/2020,Philippines,PHL,106651922,418818,8123,386486,1966,43,10938,24209
22/11/2020,Singapore,SGP,5638676,58160,28,58067,12,0,3,65
22/11/2020,Thailand,THA,69428524,3920,60,3766,-2,0,-6,94
22/11/2020,Vietnam,VNM,95540395,1307,35,1142,1,0,0,130
23/11/2020,Brunei,BRN,428962,149,3,145,1,0,0,1
23/11/2020,Cambodia,KHM,16249798,306,0,296,0,0,1,10
23/11/2020,Indonesia,IDN,267663435,502110,16002,422386,4442,118,4198,63722
23/11/2020,Malaysia,MYS,31528585,56659,337,42480,1884,2,883,13842
23/11/2020,Philippines,PHL,106651922,420614,8173,386604,1796,50,118,25837
23/11/2020,Singapore,SGP,5638676,58165,28,58071,5,0,4,66
23/11/2020,Thailand,THA,69428524,3910,60,3755,-10,0,-11,95
23/11/2020,Vietnam,VNM,95540395,1312,35,1151,5,0,9,126
24/11/2020,Brunei,BRN,428962,150,3,145,1,0,0,2
24/11/2020,Cambodia,KHM,16249798,307,0,298,1,0,2,9
24/11/2020,Indonesia,IDN,267663435,506302,16111,425313,4192,109,2927,64878
24/11/2020,Malaysia,MYS,31528585,58847,341,44153,2188,4,1673,14353
24/11/2020,Philippines,PHL,106651922,421722,8185,386792,1108,12,188,26745
24/11/2020,Singapore,SGP,5638676,58183,28,58079,18,0,8,76
24/11/2020,Thailand,THA,69428524,3926,60,3780,16,0,25,86
24/11/2020,Vietnam,VNM,95540395,1316,35,1153,4,0,2,128
25/11/2020,Brunei,BRN,428962,150,3,145,0,0,0,2
25/11/2020,Cambodia,KHM,16249798,307,0,298,0,0,0,9
25/11/2020,Indonesia,IDN,267663435,511836,16225,429807,5534,114,4494,65804
25/11/2020,Malaysia,MYS,31528585,59817,345,46501,970,4,2348,12971
25/11/2020,Philippines,PHL,106651922,422915,8215,386955,1193,30,163,27745
25/11/2020,Singapore,SGP,5638676,58190,28,58091,7,0,12,71
25/11/2020,Thailand,THA,69428524,3942,60,3788,16,0,8,94
25/11/2020,Vietnam,VNM,95540395,1321,35,1153,5,0,0,133
26/11/2020,Brunei,BRN,428962,150,3,145,0,0,0,2
26/11/2020,Cambodia,KHM,16249798,307,0,298,0,0,0,9
26/11/2020,Indonesia,IDN,267663435,516753,16352,433649,4917,127,3842,66752
26/11/2020,Malaysia,MYS,31528585,60752,348,49056,935,3,2555,11348
26/11/2020,Philippines,PHL,106651922,424297,8242,387266,1382,27,311,28789
26/11/2020,Singapore,SGP,5638676,58195,28,58104,5,0,13,63
26/11/2020,Thailand,THA,69428524,3961,60,3790,19,0,2,111
26/11/2020,Vietnam,VNM,95540395,1331,35,1166,10,0,13,130
27/11/2020,Brunei,BRN,428962,150,3,145,0,0,0,2
27/11/2020,Cambodia,KHM,16249798,308,0,299,1,0,1,9
27/11/2020,Indonesia,IDN,267663435,522581,16521,437456,5828,169,3807,68604
27/11/2020,Malaysia,MYS,31528585,61861,350,50204,1109,2,1148,11307
27/11/2020,Philippines,PHL,106651922,425918,8255,387616,1621,13,350,30047
27/11/2020,Singapore,SGP,5638676,58199,28,58111,4,0,7,60
27/11/2020,Thailand,THA,69428524,3966,60,3798,5,0,8,108
27/11/2020,Vietnam,VNM,95540395,1339,35,1170,8,0,4,134
28/11/2020,Brunei,BRN,428962,150,3,145,0,0,0,2
28/11/2020,Cambodia,KHM,16249798,315,0,301,7,0,2,14
28/11/2020,Indonesia,IDN,267663435,527999,16646,441983,5418,125,4527,69370
28/11/2020,Malaysia,MYS,31528585,63176,354,51314,1315,4,1110,11508
28/11/2020,Philippines,PHL,106651922,427797,8333,388062,1879,78,446,31402
28/11/2020,Singapore,SGP,5638676,58205,29,58119,6,1,8,57
28/11/2020,Thailand,THA,69428524,3977,60,3800,11,0,2,117
28/11/2020,Vietnam,VNM,95540395,1341,35,1179,2,0,9,127
29/11/2020,Brunei,BRN,428962,150,3,145,0,0,0,2
29/11/2020,Cambodia,KHM,16249798,323,0,301,8,0,0,22
29/11/2020,Indonesia,IDN,267663435,534266,16815,445793,6267,169,3810,71658
29/11/2020,Malaysia,MYS,31528585,64485,357,52647,1309,3,1333,11481
29/11/2020,Philippines,PHL,106651922,429864,8373,398624,2067,40,10562,22867
29/11/2020,Singapore,SGP,5638676,58213,29,58124,8,0,5,60
29/11/2020,Thailand,THA,69428524,3998,60,3803,21,0,3,135
29/11/2020,Vietnam,VNM,95540395,1343,35,1179,2,0,0,129
30/11/2020,Brunei,BRN,428962,150,3,145,0,0,0,2
30/11/2020,Cambodia,KHM,16249798,326,0,304,3,0,3,22
30/11/2020,Indonesia,IDN,267663435,538883,16945,450518,4617,130,4725,71420
30/11/2020,Malaysia,MYS,31528585,65697,360,54759,1212,3,2112,10578
30/11/2020,Philippines,PHL,106651922,431630,8392,398658,1766,19,34,24580
30/11/2020,Singapore,SGP,5638676,58218,29,58134,5,0,10,55
30/11/2020,Thailand,THA,69428524,4008,60,3811,10,0,8,137
30/11/2020,Vietnam,VNM,95540395,1347,35,1179,4,0,0,133
1/12/2020,Brunei,BRN,428962,151,3,145,1,0,0,3
1/12/2020,Cambodia,KHM,16249798,329,0,304,3,0,0,25
1/12/2020,Indonesia,IDN,267663435,543975,17081,454879,5092,136,4361,72015
1/12/2020,Malaysia,MYS,31528585,67169,363,56311,1472,3,1552,10495
1/12/2020,Philippines,PHL,106651922,432925,8418,398782,1295,26,124,25725
1/12/2020,Singapore,SGP,5638676,58228,29,58139,10,0,5,60
1/12/2020,Thailand,THA,69428524,4026,60,3822,18,0,11,144
1/12/2020,Vietnam,VNM,95540395,1351,35,1195,4,0,16,121
2/12/2020,Brunei,BRN,428962,151,3,145,0,0,0,3
2/12/2020,Cambodia,KHM,16249798,331,0,304,2,0,0,27
2/12/2020,Indonesia,IDN,267663435,549508,17199,458880,5533,118,4001,73429
2/12/2020,Malaysia,MYS,31528585,68020,365,56969,851,2,658,10686
2/12/2020,Philippines,PHL,106651922,434357,8436,399005,1432,18,223,26916
2/12/2020,Singapore,SGP,5638676,58230,29,58144,2,0,5,57
2/12/2020,Thailand,THA,69428524,4039,60,3832,13,0,10,147
2/12/2020,Vietnam,VNM,95540395,1358,35,1201,7,0,6,122
3/12/2020,Brunei,BRN,428962,151,3,145,0,0,0,3
3/12/2020,Cambodia,KHM,16249798,335,0,304,4,0,0,31
3/12/2020,Indonesia,IDN,267663435,557877,17355,462553,8369,156,3673,77969
3/12/2020,Malaysia,MYS,31528585,69095,376,57917,1075,11,948,10802
3/12/2020,Philippines,PHL,106651922,435413,8446,399325,1056,10,320,27642
3/12/2020,Singapore,SGP,5638676,58239,29,58145,9,0,1,65
3/12/2020,Thailand,THA,69428524,4053,60,3839,14,0,7,154
3/12/2020,Vietnam,VNM,95540395,1361,35,1209,3,0,8,117
4/12/2020,Brunei,BRN,428962,151,3,146,0,0,1,2
4/12/2020,Cambodia,KHM,16249798,345,0,305,10,0,1,40
4/12/2020,Indonesia,IDN,267663435,563680,17479,466178,5803,124,3625,80023
4/12/2020,Malaysia,MYS,31528585,70236,376,59061,1141,0,1144,10799
4/12/2020,Philippines,PHL,106651922,436345,8509,399345,932,63,20,28491
4/12/2020,Singapore,SGP,5638676,58242,29,58152,3,0,7,61
4/12/2020,Thailand,THA,69428524,4072,60,3848,19,0,9,164
4/12/2020,Vietnam,VNM,95540395,1361,35,1220,0,0,11,106
5/12/2020,Brunei,BRN,428962,151,3,146,0,0,0,2
5/12/2020,Cambodia,KHM,16249798,346,0,306,1,0,1,40
5/12/2020,Indonesia,IDN,267663435,569707,17589,470449,6027,110,4271,81669
5/12/2020,Malaysia,MYS,31528585,71359,380,60204,1123,4,1143,10775
5/12/2020,Philippines,PHL,106651922,438069,8526,399582,1724,17,237,29961
5/12/2020,Singapore,SGP,5638676,58255,29,58158,13,0,6,68
5/12/2020,Thailand,THA,69428524,4086,60,3853,14,0,5,173
5/12/2020,Vietnam,VNM,95540395,1365,35,1220,4,0,0,110
6/12/2020,Brunei,BRN,428962,151,3,147,0,0,1,1
6/12/2020,Cambodia,KHM,16249798,348,0,306,2,0,0,42
6/12/2020,Indonesia,IDN,267663435,575796,17740,474771,6089,151,4322,83285
6/12/2020,Malaysia,MYS,31528585,72694,382,61273,1335,2,1069,11039
6/12/2020,Philippines,PHL,106651922,439834,8554,408634,1765,28,9052,22646
6/12/2020,Singapore,SGP,5638676,58260,29,58160,5,0,2,71
6/12/2020,Thailand,THA,69428524,4107,60,3868,21,0,15,179
6/12/2020,Vietnam,VNM,95540395,1366,35,1220,1,0,0,111
7/12/2020,Brunei,BRN,428962,151,3,147,0,0,0,1
7/12/2020,Cambodia,KHM,16249798,350,0,307,2,0,1,43
7/12/2020,Indonesia,IDN,267663435,581550,17867,479202,5754,127,4431,84481
7/12/2020,Malaysia,MYS,31528585,74294,384,62306,1600,2,1033,11604
7/12/2020,Philippines,PHL,106651922,441399,8572,408702,1565,18,68,24125
7/12/2020,Singapore,SGP,5638676,58273,29,58168,13,0,8,76
7/12/2020,Thailand,THA,69428524,4126,60,3874,19,0,6,192
7/12/2020,Vietnam,VNM,95540395,1367,35,1224,1,0,4,108
8/12/2020,Brunei,BRN,428962,152,3,147,1,0,0,2
8/12/2020,Cambodia,KHM,16249798,354,0,307,4,0,0,47
8/12/2020,Indonesia,IDN,267663435,586842,18000,483497,5292,133,4295,85345
8/12/2020,Malaysia,MYS,31528585,75306,388,64056,1012,4,1750,10862
8/12/2020,Philippines,PHL,106651922,442785,8670,408790,1386,98,88,25325
8/12/2020,Singapore,SGP,5638676,58285,29,58176,12,0,8,80
8/12/2020,Thailand,THA,69428524,4151,60,3880,25,0,6,211
8/12/2020,Vietnam,VNM,95540395,1377,35,1224,10,0,0,118
9/12/2020,Brunei,BRN,428962,152,3,147,0,0,0,2
9/12/2020,Cambodia,KHM,16249798,356,0,307,2,0,0,49
9/12/2020,Indonesia,IDN,267663435,592900,18171,487445,6058,171,3948,87284
9/12/2020,Malaysia,MYS,31528585,76265,393,65124,959,5,1068,10748
9/12/2020,Philippines,PHL,106651922,444164,8677,408942,1379,7,152,26545
9/12/2020,Singapore,SGP,5638676,58291,29,58182,6,0,6,80
9/12/2020,Thailand,THA,69428524,4169,60,3888,18,0,8,221
9/12/2020,Vietnam,VNM,95540395,1381,35,1225,4,0,1,121
10/12/2020,Brunei,BRN,428962,152,3,147,0,0,0,2
10/12/2020,Cambodia,KHM,16249798,357,0,307,1,0,0,50
10/12/2020,Indonesia,IDN,267663435,598933,18336,491975,6033,165,4530,88622
10/12/2020,Malaysia,MYS,31528585,78499,396,66236,2234,3,1112,11867
10/12/2020,Philippines,PHL,106651922,445540,8701,409058,1376,24,116,27781
10/12/2020,Singapore,SGP,5638676,58297,29,58188,6,0,6,80
10/12/2020,Thailand,THA,69428524,4180,60,3903,11,0,15,217
10/12/2020,Vietnam,VNM,95540395,1385,35,1225,4,0,0,125
11/12/2020,Brunei,BRN,428962,152,3,147,0,0,0,2
11/12/2020,Cambodia,KHM,16249798,357,0,307,0,0,0,50
11/12/2020,Indonesia,IDN,267663435,605243,18511,496886,6310,175,4911,89846
11/12/2020,Malaysia,MYS,31528585,80309,402,67173,1810,6,937,12734
11/12/2020,Philippines,PHL,106651922,447039,8709,409329,1499,8,271,29001
11/12/2020,Singapore,SGP,5638676,58305,29,58192,8,0,4,84
11/12/2020,Thailand,THA,69428524,4192,60,3915,12,0,12,217
11/12/2020,Vietnam,VNM,95540395,1391,35,1238,6,0,13,118
12/12/2020,Brunei,BRN,428962,152,3,147,0,0,0,2
12/12/2020,Cambodia,KHM,16249798,359,0,307,2,0,0,52
12/12/2020,Indonesia,IDN,267663435,611631,18653,501376,6388,142,4490,91602
12/12/2020,Malaysia,MYS,31528585,82246,411,68084,1937,9,911,13751
12/12/2020,Philippines,PHL,106651922,448331,8730,409433,1292,21,104,30168
12/12/2020,Singapore,SGP,5638676,58313,29,58197,8,0,5,87
12/12/2020,Thailand,THA,69428524,4209,60,3923,17,0,8,226
12/12/2020,Vietnam,VNM,95540395,1395,35,1238,4,0,0,122
13/12/2020,Brunei,BRN,428962,152,3,147,0,0,0,2
13/12/2020,Cambodia,KHM,16249798,359,0,309,0,0,2,50
13/12/2020,Indonesia,IDN,267663435,617820,18819,505836,6189,166,4460,93165
13/12/2020,Malaysia,MYS,31528585,83475,415,69393,1229,4,1309,13667
13/12/2020,Philippines,PHL,106651922,449400,8733,418687,1069,3,9254,21980
13/12/2020,Singapore,SGP,5638676,58320,29,58208,7,0,11,83
13/12/2020,Thailand,THA,69428524,4237,60,3940,28,0,17,237
13/12/2020,Vietnam,VNM,95540395,1397,35,1241,2,0,3,121
14/12/2020,Brunei,BRN,428962,152,3,147,0,0,0,2
14/12/2020,Cambodia,KHM,16249798,362,0,312,3,0,3,50
14/12/2020,Indonesia,IDN,267663435,623309,18956,510957,5489,137,5121,93396
14/12/2020,Malaysia,MYS,31528585,84846,419,70597,1371,4,1204,13830
14/12/2020,Philippines,PHL,106651922,450733,8757,418723,1333,24,36,23253
14/12/2020,Singapore,SGP,5638676,58325,29,58210,5,0,2,86
14/12/2020,Thailand,THA,69428524,4246,60,3949,9,0,9,237
14/12/2020,Vietnam,VNM,95540395,1402,35,1246,5,0,5,121
15/12/2020,Brunei,BRN,428962,152,3,147,0,0,0,2
15/12/2020,Cambodia,KHM,16249798,362,0,319,0,0,7,43
15/12/2020,Indonesia,IDN,267663435,629429,19111,516656,6120,155,5699,93662
15/12/2020,Malaysia,MYS,31528585,86618,422,71681,1772,3,1084,14515
15/12/2020,Philippines,PHL,106651922,451839,8812,418867,1106,55,144,24160
15/12/2020,Singapore,SGP,5638676,58341,29,58233,16,0,23,79
15/12/2020,Thailand,THA,69428524,4261,60,3977,15,0,28,224
15/12/2020,Vietnam,VNM,95540395,1405,35,1252,3,0,6,118
16/12/2020,Brunei,BRN,428962,152,3,148,0,0,1,1
16/12/2020,Cambodia,KHM,16249798,362,0,324,0,0,5,38
16/12/2020,Indonesia,IDN,267663435,636154,19248,521984,6725,137,5328,94922
16/12/2020,Malaysia,MYS,31528585,87913,429,72733,1295,7,1052,14751
16/12/2020,Philippines,PHL,106651922,452988,8833,419282,1149,21,415,24873
16/12/2020,Singapore,SGP,5638676,58353,29,58238,12,0,5,86
16/12/2020,Thailand,THA,69428524,4281,60,3989,20,0,12,232
16/12/2020,Vietnam,VNM,95540395,1405,35,1252,0,0,0,118
17/12/2020,Brunei,BRN,428962,152,3,148,0,0,0,1
17/12/2020,Cambodia,KHM,16249798,362,0,341,0,0,17,21
17/12/2020,Indonesia,IDN,267663435,643508,19390,526979,7354,142,4995,97139
17/12/2020,Malaysia,MYS,31528585,89133,432,74030,1220,3,1297,14671
17/12/2020,Philippines,PHL,106651922,454447,8850,419902,1459,17,620,25695
17/12/2020,Singapore,SGP,5638676,58377,29,58252,24,0,14,96
17/12/2020,Thailand,THA,69428524,4297,60,4005,16,0,16,232
17/12/2020,Vietnam,VNM,95540395,1407,35,1263,2,0,11,109
18/12/2020,Brunei,BRN,428962,152,3,148,0,0,0,1
18/12/2020,Cambodia,KHM,16249798,362,0,345,0,0,4,17
18/12/2020,Indonesia,IDN,267663435,650197,19514,531995,6689,124,5016,98688
18/12/2020,Malaysia,MYS,31528585,90816,432,75244,1683,0,1214,15140
18/12/2020,Philippines,PHL,106651922,456562,8875,420666,2115,25,764,27021
