Date,Country_Region,Country_Code,Population,Total_Confirmed_Cases,Total_Fatalities,Total_Recovered_Cases,New_Confirmed_Cases,New_Fatalities,New_Recovered_Cases,Remaining_Confirmed_Cases
29/7/2020,Vietnam,VNM,95540395,459,0,369,13,0,0,90
30/7/2020,Brunei,BRN,428962,141,3,138,0,0,0,0
30/7/2020,Cambodia,KHM,16249798,234,0,164,8,0,17,70
30/7/2020,Indonesia,IDN,267663435,106336,5058,64292,1904,83,2154,36986
30/7/2020,Malaysia,MYS,31528585,8964,124,8617,8,0,5,223
30/7/2020,Philippines,PHL,106651922,89374,1983,65064,3888,21,38068,22327
30/7/2020,Singapore,SGP,5638676,51809,27,46308,278,0,210,5474
30/7/2020,Thailand,THA,69428524,3304,58,3111,6,0,0,135
30/7/2020,Vietnam,VNM,95540395,509,0,373,50,0,4,136
31/7/2020,Brunei,BRN,428962,141,3,138,0,0,0,0
31/7/2020,Cambodia,KHM,16249798,239,0,164,5,0,0,75
31/7/2020,Indonesia,IDN,267663435,108376,5131,65907,2040,73,1615,37338
31/7/2020,Malaysia,MYS,31528585,8976,125,8644,12,1,27,207
31/7/2020,Philippines,PHL,106651922,93354,2023,65178,3980,40,114,26153
31/7/2020,Singapore,SGP,5638676,52205,27,46491,396,0,183,5687
31/7/2020,Thailand,THA,69428524,3310,58,3125,6,0,14,127
31/7/2020,Vietnam,VNM,95540395,558,3,373,49,3,0,182
1/8/2020,Brunei,BRN,428962,141,3,138,0,0,0,0
1/8/2020,Cambodia,KHM,16249798,240,0,196,1,0,32,44
1/8/2020,Indonesia,IDN,267663435,109936,5193,67919,1560,62,2012,36824
1/8/2020,Malaysia,MYS,31528585,8985,125,8647,9,0,3,213
1/8/2020,Philippines,PHL,106651922,98232,2039,65265,4878,16,87,30928
1/8/2020,Singapore,SGP,5638676,52512,27,46740,307,0,249,5745
1/8/2020,Thailand,THA,69428524,3312,58,3135,2,0,10,119
1/8/2020,Vietnam,VNM,95540395,590,3,373,32,0,0,214
2/8/2020,Brunei,BRN,428962,141,3,138,0,0,0,0
2/8/2020,Cambodia,KHM,16249798,240,0,196,0,0,0,44
2/8/2020,Indonesia,IDN,267663435,111455,5236,68975,1519,43,1056,37244
2/8/2020,Malaysia,MYS,31528585,8999,125,8664,14,0,17,210
2/8/2020,Philippines,PHL,106651922,103185,2059,65557,4953,20,292,35569
2/8/2020,Singapore,SGP,5638676,52825,27,46926,313,0,186,5872
2/8/2020,Thailand,THA,69428524,3317,58,3142,5,0,7,117
2/8/2020,Vietnam,VNM,95540395,621,6,373,31,3,0,242
3/8/2020,Brunei,BRN,428962,141,3,138,0,0,0,0
3/8/2020,Cambodia,KHM,16249798,240,0,197,0,0,1,43
3/8/2020,Indonesia,IDN,267663435,113134,5302,70237,1679,66,1262,37595
3/8/2020,Malaysia,MYS,31528585,9001,125,8668,2,0,4,208
3/8/2020,Philippines,PHL,106651922,106330,2104,65821,3145,45,264,38405
3/8/2020,Singapore,SGP,5638676,53051,27,47179,226,0,253,5845
3/8/2020,Thailand,THA,69428524,3320,58,3142,3,0,0,120
3/8/2020,Vietnam,VNM,95540395,652,7,374,31,1,1,271
4/8/2020,Brunei,BRN,428962,141,3,138,0,0,0,0
4/8/2020,Cambodia,KHM,16249798,243,0,202,3,0,5,41
4/8/2020,Indonesia,IDN,267663435,115056,5388,72050,1922,86,1813,37618
4/8/2020,Malaysia,MYS,31528585,9002,125,8684,1,0,16,193
4/8/2020,Philippines,PHL,106651922,112593,2115,66049,6263,11,228,44429
4/8/2020,Singapore,SGP,5638676,53346,27,47454,295,0,275,5865
4/8/2020,Thailand,THA,69428524,3321,58,3142,1,0,0,121
4/8/2020,Vietnam,VNM,95540395,672,8,378,20,1,4,286
5/8/2020,Brunei,BRN,428962,141,3,138,0,0,0,0
5/8/2020,Cambodia,KHM,16249798,243,0,202,0,0,0,41
5/8/2020,Indonesia,IDN,267663435,116871,5452,73889,1815,64,1839,37530
5/8/2020,Malaysia,MYS,31528585,9023,125,8702,21,0,18,196
5/8/2020,Philippines,PHL,106651922,115980,2123,66270,3387,8,221,47587
5/8/2020,Singapore,SGP,5638676,54254,27,47768,908,0,314,6459
5/8/2020,Thailand,THA,69428524,3328,58,3144,7,0,2,126
5/8/2020,Vietnam,VNM,95540395,717,9,381,45,1,3,327
6/8/2020,Brunei,BRN,428962,141,3,138,0,0,0,0
6/8/2020,Cambodia,KHM,16249798,243,0,214,0,0,12,29
6/8/2020,Indonesia,IDN,267663435,118753,5521,75645,1882,69,1756,37587
6/8/2020,Malaysia,MYS,31528585,9038,125,8713,15,0,11,200
6/8/2020,Philippines,PHL,106651922,119460,2150,66837,3480,27,567,50473
6/8/2020,Singapore,SGP,5638676,54555,27,48031,301,0,263,6497
6/8/2020,Thailand,THA,69428524,3330,58,3148,2,0,4,124
6/8/2020,Vietnam,VNM,95540395,750,10,392,33,1,11,348
7/8/2020,Brunei,BRN,428962,142,3,138,1,0,0,1
7/8/2020,Cambodia,KHM,16249798,246,0,215,3,0,1,31
7/8/2020,Indonesia,IDN,267663435,121226,5593,77557,2473,72,1912,38076
7/8/2020,Malaysia,MYS,31528585,9063,125,8728,25,0,15,210
7/8/2020,Philippines,PHL,106651922,122754,2168,66852,3294,18,15,53734
7/8/2020,Singapore,SGP,5638676,54797,27,48312,242,0,281,6458
7/8/2020,Thailand,THA,69428524,3345,58,3148,15,0,0,139
7/8/2020,Vietnam,VNM,95540395,789,10,395,39,0,3,384
8/8/2020,Brunei,BRN,428962,142,3,138,0,0,0,1
8/8/2020,Cambodia,KHM,16249798,248,0,217,2,0,2,31
8/8/2020,Indonesia,IDN,267663435,123503,5658,79306,2277,65,1749,38539
8/8/2020,Malaysia,MYS,31528585,9070,125,8775,7,0,47,170
8/8/2020,Philippines,PHL,106651922,126885,2209,67117,4131,41,265,57559
8/8/2020,Singapore,SGP,5638676,54929,27,48583,132,0,271,6319
8/8/2020,Thailand,THA,69428524,3348,58,3150,3,0,2,140
8/8/2020,Vietnam,VNM,95540395,812,10,395,23,0,0,407
9/8/2020,Brunei,BRN,428962,142,3,138,0,0,0,1
9/8/2020,Cambodia,KHM,16249798,251,0,219,3,0,2,32
9/8/2020,Indonesia,IDN,267663435,125396,5723,80952,1893,65,1646,38721
9/8/2020,Malaysia,MYS,31528585,9083,125,8784,13,0,9,174
9/8/2020,Philippines,PHL,106651922,129913,2270,67673,3028,61,556,59970
9/8/2020,Singapore,SGP,5638676,55104,27,48915,175,0,332,6162
9/8/2020,Thailand,THA,69428524,3351,58,3151,3,0,1,142
9/8/2020,Vietnam,VNM,95540395,841,13,395,29,3,0,433
10/8/2020,Brunei,BRN,428962,142,3,138,0,0,0,1
10/8/2020,Cambodia,KHM,16249798,251,0,219,0,0,0,32
10/8/2020,Indonesia,IDN,267663435,127083,5765,82236,1687,42,1284,39082
10/8/2020,Malaysia,MYS,31528585,9094,125,8803,11,0,19,166
10/8/2020,Philippines,PHL,106651922,136638,2294,68159,6725,24,486,66185
10/8/2020,Singapore,SGP,5638676,55292,27,49609,188,0,694,5656
10/8/2020,Thailand,THA,69428524,3351,58,3160,0,0,9,133
10/8/2020,Vietnam,VNM,95540395,847,15,399,6,2,4,433
11/8/2020,Brunei,BRN,428962,142,3,138,0,0,0,1
11/8/2020,Cambodia,KHM,16249798,268,0,220,17,0,1,48
11/8/2020,Indonesia,IDN,267663435,128776,5824,83710,1693,59,1474,39242
11/8/2020,Malaysia,MYS,31528585,9103,125,8809,9,0,6,169
11/8/2020,Philippines,PHL,106651922,139538,2312,68432,2900,18,273,68794
11/8/2020,Singapore,SGP,5638676,55353,27,50128,61,0,519,5198
11/8/2020,Thailand,THA,69428524,3351,58,3163,0,0,3,130
11/8/2020,Vietnam,VNM,95540395,866,16,451,19,1,52,399
12/8/2020,Brunei,BRN,428962,142,3,138,0,0,0,1
12/8/2020,Cambodia,KHM,16249798,272,0,223,4,0,3,49
12/8/2020,Indonesia,IDN,267663435,130718,5903,85798,1942,79,2088,39017
12/8/2020,Malaysia,MYS,31528585,9114,125,8817,11,0,8,172
12/8/2020,Philippines,PHL,106651922,143749,2404,68997,4211,92,565,72348
12/8/2020,Singapore,SGP,5638676,55395,27,50520,42,0,392,4848
12/8/2020,Thailand,THA,69428524,3356,58,3169,5,0,6,129
12/8/2020,Vietnam,VNM,95540395,883,18,409,17,2,-42,456
13/8/2020,Brunei,BRN,428962,142,3,138,0,0,0,1
13/8/2020,Cambodia,KHM,16249798,273,0,225,1,0,2,48
13/8/2020,Indonesia,IDN,267663435,132816,5968,87558,2098,65,1760,39290
13/8/2020,Malaysia,MYS,31528585,9129,125,8821,15,0,4,183
13/8/2020,Philippines,PHL,106651922,147526,2426,70387,3777,22,1390,74713
13/8/2020,Singapore,SGP,5638676,55497,27,50736,102,0,216,4734
13/8/2020,Thailand,THA,69428524,3359,58,3169,3,0,0,132
13/8/2020,Vietnam,VNM,95540395,911,21,425,28,3,16,465
14/8/2020,Brunei,BRN,428962,142,3,138,0,0,0,1
14/8/2020,Cambodia,KHM,16249798,273,0,225,0,0,0,48
14/8/2020,Indonesia,IDN,267663435,135123,6021,89618,2307,53,2060,39484
14/8/2020,Malaysia,MYS,31528585,9149,125,8828,20,0,7,196
14/8/2020,Philippines,PHL,106651922,153660,2442,71405,6134,16,1018,79813
14/8/2020,Singapore,SGP,5638676,55580,27,51049,83,0,313,4504
14/8/2020,Thailand,THA,69428524,3376,58,3173,17,0,4,145
14/8/2020,Vietnam,VNM,95540395,930,22,437,19,1,12,471
15/8/2020,Brunei,BRN,428962,142,3,138,0,0,0,1
15/8/2020,Cambodia,KHM,16249798,273,0,238,0,0,13,35
15/8/2020,Indonesia,IDN,267663435,137468,6071,91321,2345,50,1703,40076
15/8/2020,Malaysia,MYS,31528585,9175,125,8831,26,0,3,219
15/8/2020,Philippines,PHL,106651922,157918,2600,72209,4258,158,804,83109
15/8/2020,Singapore,SGP,5638676,55661,27,51521,81,0,472,4113
15/8/2020,Thailand,THA,69428524,3376,58,3193,0,0,20,125
15/8/2020,Vietnam,VNM,95540395,951,24,447,21,2,10,480
16/8/2020,Brunei,BRN,428962,142,3,138,0,0,0,1
16/8/2020,Cambodia,KHM,16249798,273,0,238,0,0,0,35
16/8/2020,Indonesia,IDN,267663435,139549,6150,93103,2081,79,1782,40296
16/8/2020,Malaysia,MYS,31528585,9200,125,8859,25,0,28,216
16/8/2020,Philippines,PHL,106651922,161253,2665,112586,3335,65,40377,46002
16/8/2020,Singapore,SGP,5638676,55747,27,51953,86,0,432,3767
16/8/2020,Thailand,THA,69428524,3377,58,3194,1,0,1,125
16/8/2020,Vietnam,VNM,95540395,964,24,456,13,0,9,484
17/8/2020,Brunei,BRN,428962,142,3,139,0,0,1,0
17/8/2020,Cambodia,KHM,16249798,273,0,238,0,0,0,35
17/8/2020,Indonesia,IDN,267663435,141370,6207,94458,1821,57,1355,40705
17/8/2020,Malaysia,MYS,31528585,9212,125,8876,12,0,17,211
17/8/2020,Philippines,PHL,106651922,164474,2681,112759,3221,16,173,49034
17/8/2020,Singapore,SGP,5638676,55838,27,52350,91,0,397,3461
17/8/2020,Thailand,THA,69428524,3378,58,3194,1,0,0,126
17/8/2020,Vietnam,VNM,95540395,983,25,467,19,1,11,491
18/8/2020,Brunei,BRN,428962,142,3,139,0,0,0,0
18/8/2020,Cambodia,KHM,16249798,273,0,251,0,0,13,22
18/8/2020,Indonesia,IDN,267663435,143043,6277,96306,1673,70,1848,40460
18/8/2020,Malaysia,MYS,31528585,9219,125,8902,7,0,26,192
18/8/2020,Philippines,PHL,106651922,169213,2687,112861,4739,6,102,53665
18/8/2020,Singapore,SGP,5638676,55938,27,52533,100,0,183,3378
18/8/2020,Thailand,THA,69428524,3381,58,3198,3,0,4,125
18/8/2020,Vietnam,VNM,95540395,989,26,526,6,1,59,437
19/8/2020,Brunei,BRN,428962,143,3,139,1,0,0,1
19/8/2020,Cambodia,KHM,16249798,273,0,253,0,0,2,20
19/8/2020,Indonesia,IDN,267663435,144945,6346,98657,1902,69,2351,39942
19/8/2020,Malaysia,MYS,31528585,9235,125,8925,16,0,23,185
19/8/2020,Philippines,PHL,106651922,173774,2795,113481,4561,108,620,57498
19/8/2020,Singapore,SGP,5638676,56031,27,52810,93,0,277,3194
19/8/2020,Thailand,THA,69428524,3382,58,3199,1,0,1,125
19/8/2020,Vietnam,VNM,95540395,994,25,533,5,-1,7,436
20/8/2020,Brunei,BRN,428962,143,3,139,0,0,0,1
20/8/2020,Cambodia,KHM,16249798,273,0,253,0,0,0,20
20/8/2020,Indonesia,IDN,267663435,147211,6418,100674,2266,72,2017,40119
20/8/2020,Malaysia,MYS,31528585,9240,125,8932,5,0,7,183
20/8/2020,Philippines,PHL,106651922,178022,2883,114114,4248,88,633,61025
20/8/2020,Singapore,SGP,5638676,56099,27,53119,68,0,309,2953
20/8/2020,Thailand,THA,69428524,3389,58,3218,7,0,19,113
20/8/2020,Vietnam,VNM,95540395,1007,25,542,13,0,9,440
21/8/2020,Brunei,BRN,428962,143,3,139,0,0,0,1
21/8/2020,Cambodia,KHM,16249798,273,0,263,0,0,10,10
21/8/2020,Indonesia,IDN,267663435,149408,6500,102991,2197,82,2317,39917
21/8/2020,Malaysia,MYS,31528585,9249,125,8945,9,0,13,179
21/8/2020,Philippines,PHL,106651922,182365,2940,114519,4343,57,405,64906
21/8/2020,Singapore,SGP,5638676,56216,27,53651,117,0,532,2538
21/8/2020,Thailand,THA,69428524,3390,58,3219,1,0,1,113
21/8/2020,Vietnam,VNM,95540395,1009,25,545,2,0,3,439
22/8/2020,Brunei,BRN,428962,143,3,139,0,0,0,1
22/8/2020,Cambodia,KHM,16249798,273,0,263,0,0,0,10
22/8/2020,Indonesia,IDN,267663435,151498,6594,105198,2090,94,2207,39706
22/8/2020,Malaysia,MYS,31528585,9257,125,8949,8,0,4,183
22/8/2020,Philippines,PHL,106651922,187249,2966,114921,4884,26,402,69362
22/8/2020,Singapore,SGP,5638676,56266,27,53920,50,0,269,2319
22/8/2020,Thailand,THA,69428524,3390,58,3220,0,0,1,112
22/8/2020,Vietnam,VNM,95540395,1014,26,563,5,1,18,425
23/8/2020,Brunei,BRN,428962,143,3,139,0,0,0,1
23/8/2020,Cambodia,KHM,16249798,273,0,263,0,0,0,10
23/8/2020,Indonesia,IDN,267663435,153535,6680,107500,2037,86,2302,39355
23/8/2020,Malaysia,MYS,31528585,9267,125,8959,10,0,10,183
23/8/2020,Philippines,PHL,106651922,189601,2998,131367,2352,32,16446,55236
23/8/2020,Singapore,SGP,5638676,56353,27,54164,87,0,244,2162
23/8/2020,Thailand,THA,69428524,3395,58,3221,5,0,1,116
23/8/2020,Vietnam,VNM,95540395,1016,27,568,2,1,5,421
24/8/2020,Brunei,BRN,428962,143,3,139,0,0,0,1
24/8/2020,Cambodia,KHM,16249798,273,0,263,0,0,0,10
24/8/2020,Indonesia,IDN,267663435,155412,6759,111060,1877,79,3560,37593
24/8/2020,Malaysia,MYS,31528585,9274,125,8965,7,0,6,184
24/8/2020,Philippines,PHL,106651922,194252,3010,132042,4651,12,675,59200
24/8/2020,Singapore,SGP,5638676,56404,27,54587,51,0,423,1790
24/8/2020,Thailand,THA,69428524,3397,58,3222,2,0,1,117
24/8/2020,Vietnam,VNM,95540395,1022,27,587,6,0,19,408
25/8/2020,Brunei,BRN,428962,144,3,139,1,0,0,2
25/8/2020,Cambodia,KHM,16249798,273,0,264,0,0,1,9
25/8/2020,Indonesia,IDN,267663435,157859,6858,112867,2447,99,1807,38134
25/8/2020,Malaysia,MYS,31528585,9285,125,8971,11,0,6,189
25/8/2020,Philippines,PHL,106651922,197164,3038,132396,2912,28,354,61730
25/8/2020,Singapore,SGP,5638676,56435,27,54816,31,0,229,1592
25/8/2020,Thailand,THA,69428524,3402,58,3229,5,0,7,115
25/8/2020,Vietnam,VNM,95540395,1029,27,592,7,0,5,410
26/8/2020,Brunei,BRN,428962,144,3,139,0,0,0,2
26/8/2020,Cambodia,KHM,16249798,273,0,264,0,0,0,9
26/8/2020,Indonesia,IDN,267663435,160165,6944,115409,2306,86,2542,37812
26/8/2020,Malaysia,MYS,31528585,9291,125,8978,6,0,7,188
26/8/2020,Philippines,PHL,106651922,202361,3137,133460,5197,99,1064,65764
26/8/2020,Singapore,SGP,5638676,56495,27,54971,60,0,155,1497
26/8/2020,Thailand,THA,69428524,3403,58,3237,1,0,8,108
26/8/2020,Vietnam,VNM,95540395,1034,30,632,5,3,40,372
27/8/2020,Brunei,BRN,428962,144,3,139,0,0,0,2
27/8/2020,Cambodia,KHM,16249798,273,0,265,0,0,1,8
27/8/2020,Indonesia,IDN,267663435,162884,7064,118575,2719,120,3166,37245
27/8/2020,Malaysia,MYS,31528585,9296,125,8994,5,0,16,177
27/8/2020,Philippines,PHL,106651922,205581,3234,133990,3220,97,530,68357
27/8/2020,Singapore,SGP,5638676,56572,27,55139,77,0,168,1406
27/8/2020,Thailand,THA,69428524,3404,58,3237,1,0,0,109
27/8/2020,Vietnam,VNM,95540395,1036,30,637,2,0,5,369
28/8/2020,Brunei,BRN,428962,144,3,139,0,0,0,2
28/8/2020,Cambodia,KHM,16249798,273,0,265,0,0,0,8
28/8/2020,Indonesia,IDN,267663435,165887,7169,120900,3003,105,2325,37818
28/8/2020,Malaysia,MYS,31528585,9306,125,9030,10,0,36,151
28/8/2020,Philippines,PHL,106651922,209544,3325,134474,3963,91,484,71745
28/8/2020,Singapore,SGP,5638676,56666,27,55337,94,0,198,1302
28/8/2020,Thailand,THA,69428524,3410,58,3237,6,0,0,115
28/8/2020,Vietnam,VNM,95540395,1038,30,663,2,0,26,345
29/8/2020,Brunei,BRN,428962,144,3,139,0,0,0,2
29/8/2020,Cambodia,KHM,16249798,273,0,265,0,0,0,8
29/8/2020,Indonesia,IDN,267663435,169195,7261,122802,3308,92,1902,39132
29/8/2020,Malaysia,MYS,31528585,9317,125,9038,11,0,8,154
29/8/2020,Philippines,PHL,106651922,213131,3419,135101,3587,94,627,74611
29/8/2020,Singapore,SGP,5638676,56717,27,55447,51,0,110,1243
29/8/2020,Thailand,THA,69428524,3411,58,3242,1,0,5,111
29/8/2020,Vietnam,VNM,95540395,1040,32,677,2,2,14,331
30/8/2020,Brunei,BRN,428962,144,3,139,0,0,0,2
30/8/2020,Cambodia,KHM,16249798,273,0,265,0,0,0,8
30/8/2020,Indonesia,IDN,267663435,172053,7343,124185,2858,82,1383,40525
30/8/2020,Malaysia,MYS,31528585,9334,126,9048,17,1,10,160
30/8/2020,Philippines,PHL,106651922,217396,3520,157403,4265,101,22302,56473
30/8/2020,Singapore,SGP,5638676,56771,27,55586,54,0,139,1158
30/8/2020,Thailand,THA,69428524,3411,58,3252,0,0,10,101
30/8/2020,Vietnam,VNM,95540395,1040,32,695,0,0,18,313
31/8/2020,Brunei,BRN,428962,144,3,139,0,0,0,2
31/8/2020,Cambodia,KHM,16249798,274,0,266,1,0,1,8
31/8/2020,Indonesia,IDN,267663435,174796,7417,125959,2743,74,1774,41420
31/8/2020,Malaysia,MYS,31528585,9340,127,9054,6,1,6,159
31/8/2020,Philippines,PHL,106651922,220819,3558,157562,3423,38,159,59699
31/8/2020,Singapore,SGP,5638676,56812,27,55658,41,0,72,1127
31/8/2020,Thailand,THA,69428524,3412,58,3252,1,0,0,102
31/8/2020,Vietnam,VNM,95540395,1044,34,707,4,2,12,303
1/9/2020,Brunei,BRN,428962,144,3,139,0,0,0,2
1/9/2020,Cambodia,KHM,16249798,274,0,266,0,0,0,8
1/9/2020,Indonesia,IDN,267663435,177571,7505,128057,2775,88,2098,42009
1/9/2020,Malaysia,MYS,31528585,9354,128,9075,14,1,21,151
1/9/2020,Philippines,PHL,106651922,224264,3597,158012,3445,39,450,62655
1/9/2020,Singapore,SGP,5638676,56852,27,55749,40,0,91,1076
1/9/2020,Thailand,THA,69428524,3417,58,3274,5,0,22,85
1/9/2020,Vietnam,VNM,95540395,1044,34,735,0,0,28,275
2/9/2020,Brunei,BRN,428962,144,3,139,0,0,0,2
2/9/2020,Cambodia,KHM,16249798,274,0,271,0,0,5,3
2/9/2020,Indonesia,IDN,267663435,180646,7616,129971,3075,111,1914,43059
2/9/2020,Malaysia,MYS,31528585,9360,128,9079,6,0,4,153
2/9/2020,Philippines,PHL,106651922,226440,3623,158610,2176,26,598,64207
2/9/2020,Singapore,SGP,5638676,56860,27,55891,8,0,142,942
2/9/2020,Thailand,THA,69428524,3425,58,3274,8,0,0,93
2/9/2020,Vietnam,VNM,95540395,1046,34,746,2,0,11,266
3/9/2020,Brunei,BRN,428962,145,3,139,1,0,0,3
3/9/2020,Cambodia,KHM,16249798,274,0,272,0,0,1,2
3/9/2020,Indonesia,IDN,267663435,184268,7750,132055,3622,134,2084,44463
3/9/2020,Malaysia,MYS,31528585,9374,128,9083,14,0,4,163
3/9/2020,Philippines,PHL,106651922,228403,3688,159475,1963,65,865,65240
3/9/2020,Singapore,SGP,5638676,56908,27,56028,48,0,137,853
3/9/2020,Thailand,THA,69428524,3427,58,3277,2,0,3,92
3/9/2020,Vietnam,VNM,95540395,1046,35,755,0,1,9,256
4/9/2020,Brunei,BRN,428962,145,3,139,0,0,0,3
4/9/2020,Cambodia,KHM,16249798,274,0,272,0,0,0,2
4/9/2020,Indonesia,IDN,267663435,187537,7832,134181,3269,82,2126,45524
4/9/2020,Malaysia,MYS,31528585,9385,128,9092,11,0,9,165
4/9/2020,Philippines,PHL,106651922,232072,3737,160549,3669,49,1074,67786
4/9/2020,Singapore,SGP,5638676,56948,27,56174,40,0,146,747
4/9/2020,Thailand,THA,69428524,3431,58,3277,4,0,0,96
4/9/2020,Vietnam,VNM,95540395,1049,35,772,3,0,17,242
5/9/2020,Brunei,BRN,428962,145,3,139,0,0,0,3
5/9/2020,Cambodia,KHM,16249798,274,0,272,0,0,0,2
5/9/2020,Indonesia,IDN,267663435,190665,7940,136401,3128,108,2220,46324
5/9/2020,Malaysia,MYS,31528585,9391,128,9113,6,0,21,150
5/9/2020,Philippines,PHL,106651922,234570,3790,161668,2498,53,1119,69112
5/9/2020,Singapore,SGP,5638676,56982,27,56267,34,0,93,688
5/9/2020,Thailand,THA,69428524,3438,58,3279,7,0,2,101
5/9/2020,Vietnam,VNM,95540395,1049,35,805,0,0,33,209
6/9/2020,Brunei,BRN,428962,145,3,139,0,0,0,3
6/9/2020,Cambodia,KHM,16249798,274,0,272,0,0,0,2
6/9/2020,Indonesia,IDN,267663435,194109,8025,138575,3444,85,2174,47509
6/9/2020,Malaysia,MYS,31528585,9397,128,9115,6,0,2,154
6/9/2020,Philippines,PHL,106651922,237365,3875,184687,2795,85,23019,48803
6/9/2020,Singapore,SGP,5638676,57022,27,56333,40,0,66,662
6/9/2020,Thailand,THA,69428524,3444,58,3281,6,0,2,105
6/9/2020,Vietnam,VNM,95540395,1049,35,815,0,0,10,199
7/9/2020,Brunei,BRN,428962,145,3,139,0,0,0,3
7/9/2020,Cambodia,KHM,16249798,274,0,273,0,0,1,1
7/9/2020,Indonesia,IDN,267663435,196989,8130,140652,2880,105,2077,48207
7/9/2020,Malaysia,MYS,31528585,9459,128,9124,62,0,9,207
7/9/2020,Philippines,PHL,106651922,238727,3890,184906,1362,15,219,49931
7/9/2020,Singapore,SGP,5638676,57044,27,56408,22,0,75,609
7/9/2020,Thailand,THA,69428524,3445,58,3281,1,0,0,106
7/9/2020,Vietnam,VNM,95540395,1049,35,853,0,0,38,161
8/9/2020,Brunei,BRN,428962,145,3,139,0,0,0,3
8/9/2020,Cambodia,KHM,16249798,274,0,273,0,0,0,1
8/9/2020,Indonesia,IDN,267663435,200035,8230,142958,3046,100,2306,48847
8/9/2020,Malaysia,MYS,31528585,9559,128,9136,100,0,12,295
8/9/2020,Philippines,PHL,106651922,241987,3916,185178,3260,26,272,52893
8/9/2020,Singapore,SGP,5638676,57091,27,56461,47,0,53,603
8/9/2020,Thailand,THA,69428524,3446,58,3284,1,0,3,104
8/9/2020,Vietnam,VNM,95540395,1054,35,868,5,0,15,151
9/9/2020,Brunei,BRN,428962,145,3,139,0,0,0,3
9/9/2020,Cambodia,KHM,16249798,274,0,273,0,0,0,1
9/9/2020,Indonesia,IDN,267663435,203342,8336,145200,3307,106,2242,49806
9/9/2020,Malaysia,MYS,31528585,9583,128,9143,24,0,7,312
9/9/2020,Philippines,PHL,106651922,245143,3986,185543,3156,70,365,55614
9/9/2020,Singapore,SGP,5638676,57166,27,56492,75,0,31,647
9/9/2020,Thailand,THA,69428524,3447,58,3286,1,0,2,103
9/9/2020,Vietnam,VNM,95540395,1059,35,890,5,0,22,134
10/9/2020,Brunei,BRN,428962,145,3,139,0,0,0,3
10/9/2020,Cambodia,KHM,16249798,274,0,274,0,0,1,0
10/9/2020,Indonesia,IDN,267663435,207203,8456,147510,3861,120,2310,51237
10/9/2020,Malaysia,MYS,31528585,9628,128,9167,45,0,24,333
10/9/2020,Philippines,PHL,106651922,248947,4066,186058,3804,80,515,58823
10/9/2020,Singapore,SGP,5638676,57229,27,56558,63,0,66,644
10/9/2020,Thailand,THA,69428524,3454,58,3310,7,0,24,86
10/9/2020,Vietnam,VNM,95540395,1059,35,893,0,0,3,131
11/9/2020,Brunei,BRN,428962,145,3,139,0,0,0,3
11/9/2020,Cambodia,KHM,16249798,274,0,274,0,0,0,0
11/9/2020,Indonesia,IDN,267663435,210940,8544,150217,3737,88,2707,52179
11/9/2020,Malaysia,MYS,31528585,9810,128,9181,182,0,14,501
11/9/2020,Philippines,PHL,106651922,252964,4108,186606,4017,42,548,62250
11/9/2020,Singapore,SGP,5638676,57315,27,56607,86,0,49,681
11/9/2020,Thailand,THA,69428524,3461,58,3312,7,0,2,91
11/9/2020,Vietnam,VNM,95540395,1060,35,902,1,0,9,123
12/9/2020,Brunei,BRN,428962,145,3,139,0,0,0,3
12/9/2020,Cambodia,KHM,16249798,275,0,274,1,0,0,1
12/9/2020,Indonesia,IDN,267663435,214746,8650,152458,3806,106,2241,53638
12/9/2020,Malaysia,MYS,31528585,9868,128,9189,58,0,8,551
12/9/2020,Philippines,PHL,106651922,257863,4292,187116,4899,184,510,66455
12/9/2020,Singapore,SGP,5638676,57357,27,56699,42,0,92,631
12/9/2020,Thailand,THA,69428524,3466,58,3312,5,0,0,96
12/9/2020,Vietnam,VNM,95540395,1060,35,910,0,0,8,115
13/9/2020,Brunei,BRN,428962,145,3,139,0,0,0,3
13/9/2020,Cambodia,KHM,16249798,275,0,274,0,0,0,1
13/9/2020,Indonesia,IDN,267663435,218382,8723,155010,3636,73,2552,54649
13/9/2020,Malaysia,MYS,31528585,9915,128,9196,47,0,7,591
13/9/2020,Philippines,PHL,106651922,261216,4371,207568,3353,79,20452,49277
13/9/2020,Singapore,SGP,5638676,57406,27,56764,49,0,65,615
13/9/2020,Thailand,THA,69428524,3473,58,3312,7,0,0,103
13/9/2020,Vietnam,VNM,95540395,1063,35,918,3,0,8,110
14/9/2020,Brunei,BRN,428962,145,3,139,0,0,0,3
14/9/2020,Cambodia,KHM,16249798,275,0,274,0,0,0,1
14/9/2020,Indonesia,IDN,267663435,221523,8841,158405,3141,118,3395,54277
14/9/2020,Malaysia,MYS,31528585,9946,128,9203,31,0,7,615
14/9/2020,Philippines,PHL,106651922,265888,4630,207504,4672,259,-64,53754
14/9/2020,Singapore,SGP,5638676,57454,27,56802,48,0,38,625
14/9/2020,Thailand,THA,69428524,3475,58,3312,2,0,0,105
14/9/2020,Vietnam,VNM,95540395,1063,35,926,0,0,8,102
15/9/2020,Brunei,BRN,428962,145,3,139,0,0,0,3
15/9/2020,Cambodia,KHM,16249798,275,0,274,0,0,0,1
15/9/2020,Indonesia,IDN,267663435,225030,8965,161065,3507,124,2660,55000
